"Triplet","CancerTypes","Count"
"miR-942-5p/miR-939-5p/SETD5","ACC",1
"miR-31-3p/miR-526b-5p/RRM2","THYM",1
"miR-3150b-3p/miR-365a-3p/PEG10","SKCM",1
"miR-3150b-3p/miR-513c-5p/HOXB5","TGCT",1
"miR-3150b-3p/miR-589-3p/CDKN1A","LUSC",1
"miR-95-3p/miR-182-5p/TRIO","SARC",1
"miR-95-3p/miR-182-5p/VIM","SKCM",1
"miR-95-3p/miR-542-3p/CGNL1","SARC",1
"miR-19a-3p/miR-135b-5p/ARC","STAD",1
"miR-19a-3p/miR-142-3p/MYH9","SARC",1
"miR-1248/miR-29b-3p/MYC","TGCT",1
"miR-125a-3p/miR-505-3p/TNC","SARC",1
"miR-125a-5p/let-7b-5p/CHD1","THYM",1
"miR-125a-5p/miR-130a-3p/TNFRSF1B","THYM",1
"miR-125b-2-3p/miR-223-5p/TRAF5","ACC",1
"miR-125b-2-3p/miR-29a-3p/LOXL2","SARC",1
"miR-125b-5p/miR-138-5p/EPAS1","CESC",1
"miR-31-5p/miR-145-5p/FARP1","SKCM",1
"miR-3187-3p/miR-96-5p/SSTR2","PCPG",1
"miR-320b/miR-181b-5p/SLC38A2","UVM",1
"miR-320b/miR-29a-5p/NFIB","BLCA",1
"miR-320c/miR-200a-5p/NUFIP2","UCS",1
"miR-125b-5p/miR-17-5p/SHMT2","SKCM",1
"miR-125b-5p/miR-3065-5p/VPS13A","STAD",1
"miR-19a-3p/miR-143-3p/GFPT1","CESC",1
"miR-19a-3p/miR-182-5p/FOXF2","THYM",1
"miR-125b-5p/miR-429/PPM1H","THYM",1
"miR-125b-5p/miR-93-3p/KIAA1522","SKCM",1
"miR-9-5p/miR-130a-3p/CD34","SKCM",1
"miR-9-5p/miR-193b-3p/IRF1","HNSC",1
"miR-19a-3p/miR-193b-3p/AKT1","SKCM",1
"miR-19a-3p/miR-195-5p/PLAU","SARC",1
"miR-1262/miR-3614-5p/IRAK2","THYM",1
"miR-1269a/miR-20a-5p/RORB","LUAD",1
"miR-1270/miR-130a-3p/FAT3","BLCA",1
"miR-1271-5p/miR-125b-1-3p/IGF1R","SKCM",1
"miR-19a-3p/miR-362-5p/PRRG4","SARC",1
"miR-19a-3p/miR-651-5p/DDX3Y","STAD",1
"miR-1271-5p/miR-181c-5p/LAPTM4B","SKCM",1
"miR-1271-5p/miR-200b-3p/PPP1R9B","SKCM",1
"miR-9-5p/miR-29a-3p/INSIG1","BLCA",1
"miR-9-5p/miR-32-3p/COL5A1","MESO",1
"miR-19a-3p/miR-664a-3p/MB21D2","LIHC",1
"miR-19b-3p/miR-19a-3p/SALL1","HNSC",1
"miR-320c/miR-33b-5p/FAM126B","UVM",1
"miR-320d/miR-145-5p/TJP1","SKCM",1
"miR-320d/miR-195-5p/TM7SF3","SKCM",1
"miR-1271-5p/miR-3200-3p/IGF1R","SKCM",1
"miR-1271-5p/miR-320d/ANKRD52","UCS",1
"miR-200a-3p/miR-200b-3p/GREB1L","STAD",1
"miR-200a-3p/miR-200c-3p/GREB1L","STAD",1
"miR-9-5p/miR-3613-5p/PELI2","KIRP",1
"miR-9-5p/miR-497-5p/FBN1","SARC",1
"miR-9-5p/miR-497-5p/FSTL1","SARC",1
"miR-320d/miR-767-5p/ANKRD52","UCS",1
"miR-320d/miR-96-5p/CERS2","TGCT",1
"miR-323a-3p/miR-497-5p/MYC","CESC",1
"miR-323a-5p/miR-483-5p/NFIX","PCPG",1
"miR-32-3p/miR-1262/TAOK1","UCS",1
"miR-32-3p/miR-20b-5p/HSPA8","COAD",1
"miR-200a-3p/miR-32-3p/FOXC1","LUAD",1
"miR-200a-3p/miR-330-5p/NUP153","UCS",1
"miR-324-3p/miR-195-5p/LTBP1","SARC",1
"miR-324-3p/miR-326/DUS1L","SKCM",1
"miR-324-3p/miR-664a-5p/ENPP1","SARC",1
"miR-1287-5p/miR-125b-5p/LARP1","SKCM",1
"miR-129-2-3p/miR-204-5p/DHCR24","OV",1
"miR-96-5p/miR-182-5p/TIPARP","DLBC",1
"miR-96-5p/miR-182-5p/TRPS1","UCS",1
"miR-200b-3p/miR-1-3p/ADAM12","STAD",1
"miR-200b-3p/miR-142-5p/DLC1","SKCM",1
"miR-324-5p/let-7g-3p/ACTB","SKCM",1
"miR-324-5p/miR-548b-3p/CCND2","LUAD",1
"miR-1292-5p/miR-142-5p/EYA1","STAD",1
"miR-129-5p/miR-1226-3p/TFAP2A","UCEC",1
"miR-96-5p/miR-497-3p/DIPK1A","MESO",1
"miR-96-5p/miR-582-3p/CCND2","MESO",1
"miR-129-5p/miR-629-3p/ZIC2","STAD",1
"miR-1307-3p/miR-130b-3p/SIK1","STAD",1
"miR-32-5p/miR-192-5p/ZEB2","SARC",1
"miR-326/miR-139-5p/PEX5L","LIHC",1
"miR-326/miR-191-3p/SPTBN1","CHOL",1
"miR-326/miR-30a-3p/ZIC2","LUAD",1
"miR-326/miR-455-3p/EEF2","SKCM",1
"miR-328-3p/miR-214-5p/MKNK2","SKCM",1
"miR-331-3p/miR-362-3p/CHIC1","STAD",1
"miR-331-3p/miR-424-5p/PTPN13","STAD",1
"miR-130a-3p/miR-155-5p/JCAD","SKCM",1
"miR-130a-3p/miR-17-5p/CD274","UCS",1
"miR-331-3p/miR-542-3p/APOL6","SARC",1
"miR-331-3p/miR-744-3p/ATF3","BLCA",1
"miR-335-3p/miR-142-5p/ANLN","UVM",1
"miR-335-3p/miR-29a-3p/CLTC","SKCM",1
"miR-335-3p/miR-940/TGFBR3","ESCA",1
"miR-335-5p/miR-331-3p/LIFR","STAD",1
"miR-130a-3p/miR-17-5p/MAP7","UCS",1
"miR-130a-3p/miR-182-5p/ARF4","SKCM",1
"miR-130a-5p/miR-362-5p/PTGFRN","SKCM",1
"miR-130b-3p/miR-125b-5p/ZNF12","STAD",1
"miR-130b-3p/miR-129-5p/NPTX1","ESCA",1
"miR-130b-3p/miR-142-5p/SMOC1","UCEC",1
"miR-130b-3p/miR-183-3p/RNF145","TGCT",1
"miR-130b-3p/miR-190a-5p/ZNF711","SARC",1
"miR-130b-3p/miR-200c-3p/ZMAT3","ACC",1
"miR-130b-3p/miR-20a-5p/MAP7","UCS",1
"miR-130b-3p/miR-301b-3p/ARAP2","UCS",1
"miR-130b-5p/miR-3615/GDAP1L1","THYM",1
"miR-130b-5p/miR-548j-5p/LEPR","THYM",1
"miR-1323/miR-182-5p/PEG10","TGCT",1
"miR-1323/miR-548j-5p/PEG10","TGCT",1
"miR-133a-3p/miR-766-3p/COL1A1","LGG",1
"miR-133a-3p/miR-9-5p/VEGFA","THYM",1
"miR-135a-5p/let-7g-3p/IRS2","UCEC",1
"miR-135a-5p/miR-629-5p/ZNF141","ACC",1
"miR-135b-5p/miR-141-3p/KLHL15","UCS",1
"miR-135b-5p/miR-18a-3p/CBX6","COAD",1
"miR-135b-5p/miR-30a-3p/NPTX1","UCS",1
"miR-135b-5p/miR-33a-3p/FOXO1","READ",1
"miR-135b-5p/miR-589-3p/CBX6","COAD",1
"miR-136-5p/miR-1224-5p/MTHFD2","TGCT",1
"miR-136-5p/miR-450b-5p/TFRC","THYM",1
"miR-139-5p/miR-32-5p/ZNF827","SARC",1
"miR-1-3p/miR-190a-5p/FNDC3B","DLBC",1
"miR-1-3p/miR-29a-3p/SH3PXD2B","SARC",1
"miR-1-3p/miR-323a-3p/ASPH","STAD",1
"miR-1-3p/miR-96-5p/ZNF185","UCS",1
"miR-141-3p/miR-200a-3p/OSBPL8","UCS",1
"miR-141-3p/miR-200c-3p/SEC23A","UCS",1
"miR-141-3p/miR-378c/TMEM154","HNSC",1
"miR-141-3p/miR-410-3p/RAB3B","BLCA",1
"miR-141-3p/miR-497-3p/FOXP1","ACC",1
"miR-141-5p/miR-26b-3p/IRS2","STAD",1
"miR-141-5p/miR-345-5p/CCND2","ACC",1
"miR-141-5p/miR-490-3p/MICB","STAD",1
"miR-141-5p/miR-615-3p/DYNC1H1","MESO",1
"miR-142-3p/miR-199a-3p/NR1D2","ACC",1
"miR-142-5p/miR-143-3p/CDK6","SKCM",1
"miR-142-5p/miR-18a-3p/ANKRD33B","LGG",1
"miR-363-3p/miR-301b-3p/IRF1","UCS",1
"miR-363-3p/miR-335-3p/DDIT4","STAD",1
"miR-143-3p/miR-146a-5p/ALG10B","SKCM",1
"miR-143-3p/miR-203a-3p/DNTTIP2","UVM",1
"miR-145-5p/miR-181d-5p/ADAM17","MESO",1
"miR-145-5p/miR-20a-3p/ITGB8","LUAD",1
"miR-365a-3p/miR-34b-3p/BCL2","SKCM",1
"miR-3662/miR-122-5p/RSRP1","TGCT",1
"miR-145-5p/miR-582-5p/CDK6","UVM",1
"miR-145-5p/miR-942-5p/PURB","STAD",1
"miR-146a-5p/miR-17-5p/HSPA4L","STAD",1
"miR-146a-5p/miR-589-3p/TLL1","SARC",1
"miR-146a-5p/miR-92a-1-5p/DYNLL2","ACC",1
"miR-146b-3p/let-7e-5p/COL8A1","SARC",1
"miR-146b-3p/miR-3943/PILRB","LGG",1
"miR-148a-3p/miR-221-5p/QSER1","CHOL",1
"miR-148a-3p/miR-3065-3p/IGF1R","CHOL",1
"miR-148a-5p/miR-146a-5p/TET3","SKCM",1
"miR-148a-5p/miR-148a-3p/ATXN1","DLBC",1
"miR-148b-5p/miR-195-5p/MAN1A1","SARC",1
"miR-149-3p/miR-543/IRGQ","UCS",1
"miR-149-5p/miR-181d-5p/EPS8","SARC",1
"miR-149-5p/miR-2355-5p/FDXR","UVM",1
"miR-149-5p/miR-424-5p/GIGYF1","SKCM",1
"miR-150-3p/miR-129-5p/QKI","ESCA",1
"miR-150-5p/miR-16-2-3p/SH3BP5","SARC",1
"miR-150-5p/miR-224-5p/KIAA1549","PAAD",1
"miR-150-5p/miR-431-5p/PLEKHM3","LIHC",1
"miR-150-5p/miR-942-5p/FAM13B","ACC",1
"miR-151a-3p/miR-29a-5p/PDE4D","BLCA",1
"miR-152-3p/miR-1226-3p/CDKN1B","UCS",1
"miR-152-3p/miR-429/ERRFI1","CESC",1
"miR-152-3p/miR-877-3p/PTPN14","UCS",1
"miR-153-3p/miR-30a-3p/SIX4","LIHC",1
"miR-155-5p/miR-143-3p/BRWD3","SKCM",1
"miR-370-3p/miR-30b-3p/LAX1","SARC",1
"miR-373-3p/miR-302a-3p/FKBP14","TGCT",1
"miR-374a-5p/miR-140-3p/PITPNC1","UVM",1
"miR-376a-5p/miR-18b-5p/IDS","READ",1
"miR-377-5p/miR-98-5p/DTX3L","ACC",1
"miR-378a-3p/miR-296-5p/RAPH1","KIRP",1
"miR-378a-3p/miR-29c-3p/TGFB2","HNSC",1
"miR-378a-3p/miR-548o-3p/PEG10","TGCT",1
"miR-378a-5p/miR-188-5p/C10orf105","SARC",1
"miR-378a-5p/miR-211-5p/PATJ","UVM",1
"miR-378a-5p/miR-539-5p/COL1A1","MESO",1
"miR-378a-5p/miR-96-5p/DHCR24","UCS",1
"miR-378b/miR-125b-2-3p/SLC38A1","UVM",1
"miR-378c/miR-188-3p/E2F3","CHOL",1
"miR-378c/miR-188-3p/LMNB2","TGCT",1
"miR-379-5p/miR-146a-5p/LNPEP","KICH",1
"miR-381-3p/miR-1-3p/BRI3BP","UCS",1
"miR-382-5p/miR-493-3p/XPR1","UCS",1
"miR-382-5p/miR-937-3p/CCND2","KIRP",1
"miR-3934-5p/miR-335-5p/LRP12","MESO",1
"miR-410-3p/miR-193b-3p/TM9SF3","KICH",1
"miR-410-3p/miR-329-3p/SOD2","MESO",1
"miR-410-3p/miR-493-5p/TRIM2","UCS",1
"miR-411-3p/miR-299-3p/H3C10","UCS",1
"miR-411-5p/miR-17-5p/TRAF3IP2","UCS",1
"miR-411-5p/miR-18b-5p/GNE","DLBC",1
"miR-421/miR-17-5p/KLF11","UCS",1
"miR-421/miR-219a-1-3p/DMXL1","UCS",1
"miR-421/miR-223-5p/FLVCR1","UCS",1
"miR-421/miR-940/IPCEF1","OV",1
"miR-424-3p/miR-19b-3p/SLC38A1","STAD",1
"miR-424-5p/miR-1271-5p/CCND2","STAD",1
"miR-424-5p/miR-188-5p/GPSM1","READ",1
"miR-424-5p/miR-410-3p/CA8","KICH",1
"miR-424-5p/miR-452-3p/SLC7A2","STAD",1
"miR-424-5p/miR-542-5p/ZBTB47","ACC",1
"miR-424-5p/miR-95-3p/QKI","READ",1
"miR-425-5p/miR-32-3p/NUFIP2","UCS",1
"miR-425-5p/miR-328-3p/CELSR2","SARC",1
"miR-429/miR-106a-5p/PKIA","PAAD",1
"miR-429/miR-130a-3p/PTPRD","OV",1
"miR-429/miR-362-5p/PAM","MESO",1
"miR-431-5p/miR-20a-5p/HSPA4L","STAD",1
"miR-432-5p/let-7b-5p/NUCB2","THYM",1
"miR-450b-5p/miR-195-5p/CCND2","KIRP",1
"miR-450b-5p/miR-196a-5p/MTRNR2L8","ACC",1
"miR-450b-5p/miR-518f-5p/TAOK1","THYM",1
"miR-450b-5p/miR-519c-3p/TAOK1","THYM",1
"miR-450b-5p/miR-520a-5p/TAOK1","THYM",1
"miR-452-3p/miR-410-3p/RAB3B","PCPG",1
"miR-452-5p/miR-185-5p/IGF1R","OV",1
"miR-454-3p/miR-17-5p/MAPK13","SKCM",1
"miR-454-3p/miR-18a-5p/FBN2","HNSC",1
"miR-454-5p/miR-940/ZNRF3","READ",1
"miR-455-5p/miR-3662/SOX11","SKCM",1
"miR-485-3p/miR-27a-3p/AGO2","SKCM",1
"miR-485-3p/miR-485-5p/PPARGC1A","MESO",1
"miR-485-3p/miR-542-3p/SS18","UCS",1
"miR-485-5p/miR-181d-5p/SOD2","MESO",1
"miR-486-3p/miR-873-5p/HIVEP2","TGCT",1
"miR-486-5p/miR-3934-5p/CCDC198","PAAD",1
"miR-486-5p/miR-93-5p/CCDC198","STAD",1
"miR-487a-3p/miR-382-5p/TM4SF1","MESO",1
"miR-491-5p/miR-106b-5p/TNKS1BP1","SARC",1
"miR-491-5p/miR-219a-1-3p/BTG2","UVM",1
"miR-493-3p/miR-106a-5p/ABHD2","THYM",1
"miR-493-3p/miR-497-5p/MAP3K21","SARC",1
"miR-493-3p/miR-940/SURF6","TGCT",1
"miR-495-3p/miR-125b-5p/TFRC","CESC",1
"miR-495-3p/miR-34b-3p/CCND1","SKCM",1
"miR-495-3p/miR-760/SGK1","MESO",1
"miR-495-3p/miR-939-5p/FOSL2","DLBC",1
"miR-497-3p/miR-519c-3p/TMEM200C","TGCT",1
"miR-497-5p/miR-130a-3p/HSPG2","THYM",1
"miR-497-5p/miR-16-2-3p/COL1A2","THYM",1
"miR-497-5p/miR-194-5p/TLK1","ACC",1
"miR-497-5p/miR-199b-3p/CEP55","THYM",1
"miR-497-5p/miR-199b-5p/EVL","THYM",1
"miR-497-5p/miR-33a-5p/ZC3H12C","ACC",1
"miR-497-5p/miR-33b-5p/MYC","THYM",1
"miR-497-5p/miR-3609/BTG2","TGCT",1
"miR-497-5p/miR-411-5p/FST","LIHC",1
"miR-497-5p/miR-653-5p/CEMIP","MESO",1
"miR-497-5p/miR-93-3p/GPSM1","SKCM",1
"miR-500a-3p/miR-144-5p/SOD2","SARC",1
"miR-500a-3p/miR-301a-3p/HERC6","SARC",1
"miR-500a-3p/miR-330-3p/SOD2","SARC",1
"miR-501-5p/miR-362-5p/GDF7","COAD",1
"miR-503-5p/miR-21-3p/FOSL2","MESO",1
"miR-503-5p/miR-450a-5p/SACS","STAD",1
"miR-504-5p/miR-3157-5p/LTBP3","THYM",1
"miR-504-5p/miR-497-3p/NR2C2","PCPG",1
"miR-505-3p/miR-132-3p/CD226","SARC",1
"miR-505-5p/miR-181d-5p/SLC7A1","DLBC",1
"miR-505-5p/miR-874-3p/CDCP1","SARC",1
"miR-506-3p/miR-181d-5p/ZNF772","SKCM",1
"miR-200b-3p/miR-193b-3p/ELMO2","SKCM",1
"miR-200b-3p/miR-374a-5p/USP31","SARC",1
"miR-200c-3p/miR-1304-5p/FNDC3B","THYM",1
"miR-200c-5p/miR-362-3p/ZC3H12C","STAD",1
"miR-203a-3p/miR-10a-3p/ITPRIPL2","CESC",1
"miR-203a-3p/miR-1226-3p/AHNAK","COAD",1
"miR-203a-3p/miR-33b-5p/AHNAK","COAD",1
"miR-204-5p/let-7f-2-3p/AKAP13","KICH",1
"miR-204-5p/miR-34a-5p/EEF1D","KICH",1
"miR-204-5p/miR-424-5p/PLAG1","BLCA",1
"miR-204-5p/miR-589-3p/RALGPS2","UCEC",1
"miR-205-5p/miR-30c-1-3p/TIMP2","KIRP",1
"miR-20a-3p/miR-18b-5p/MAP1B","READ",1
"miR-20a-3p/miR-33b-5p/ITGBL1","LIHC",1
"miR-20a-3p/miR-940/AUTS2","STAD",1
"miR-20a-5p/miR-106a-5p/CYBRD1","UCS",1
"miR-20a-5p/miR-106a-5p/MTMR3","SKCM",1
"miR-20a-5p/miR-17-3p/C2CD4A","UCEC",1
"miR-99a-3p/miR-19a-3p/SIPA1L2","ESCA",1
"miR-335-5p/miR-493-3p/DKK1","PCPG",1
"let-7a-2-3p/miR-33b-5p/TP53INP1","ESCA",1
"let-7a-2-3p/miR-3614-5p/TMPRSS12","BLCA",1
"let-7b-5p/miR-10b-5p/CRY2","UVM",1
"let-7b-5p/miR-210-3p/HOXA1","UCS",1
"let-7b-5p/miR-383-5p/CDK6","THYM",1
"let-7b-5p/miR-512-5p/MYC","THYM",1
"let-7b-5p/miR-98-5p/FAT1","UCS",1
"let-7c-5p/let-7e-5p/LY6K","TGCT",1
"let-7c-5p/miR-1-3p/FBXO33","SARC",1
"let-7c-5p/miR-143-3p/GATM","SARC",1
"let-7c-5p/miR-192-5p/CRYBG3","KIRP",1
"let-7c-5p/miR-199a-3p/SOD2","MESO",1
"miR-15a-5p/miR-195-5p/ZCCHC2","THYM",1
"miR-15b-5p/miR-149-5p/HECTD4","SARC",1
"let-7c-5p/miR-204-5p/UHMK1","SARC",1
"let-7c-5p/miR-508-5p/SALL4","ACC",1
"miR-15b-5p/miR-181a-3p/ISYNA1","THYM",1
"miR-15b-5p/miR-195-5p/POU2AF1","THYM",1
"let-7e-5p/miR-106b-5p/IFI44L","SARC",1
"let-7e-5p/miR-142-3p/MYH9","SARC",1
"miR-16-1-3p/miR-301b-3p/TXNIP","COAD",1
"miR-16-2-3p/miR-199a-5p/MYC","SKCM",1
"let-7e-5p/miR-146a-5p/PMAIP1","SARC",1
"let-7e-5p/miR-152-3p/GPRC5A","TGCT",1
"miR-16-2-3p/miR-92b-3p/SLC38A2","THYM",1
"miR-17-5p/let-7e-5p/CPS1","SARC",1
"miR-17-5p/miR-106a-5p/OSTM1","DLBC",1
"miR-17-5p/miR-1271-5p/MAST4","OV",1
"miR-214-3p/miR-136-3p/TRAF1","DLBC",1
"miR-214-3p/miR-93-3p/HOMER2","STAD",1
"miR-215-5p/miR-122-5p/SLC19A2","KIRC",1
"miR-215-5p/miR-150-5p/FAXC","MESO",1
"let-7e-5p/miR-455-3p/GLUL","SARC",1
"let-7f-2-3p/miR-942-5p/ARAP2","TGCT",1
"miR-17-5p/miR-129-5p/ABHD5","UCS",1
"miR-17-5p/miR-19b-1-5p/PLPP1","UCS",1
"let-7f-5p/miR-17-5p/ZFHX4","OV",1
"let-7f-5p/miR-19a-3p/ALOX5","LUAD",1
"let-7f-5p/miR-224-3p/IFNLR1","SARC",1
"miR-215-5p/miR-192-5p/PRICKLE1","UCEC",1
"miR-215-5p/miR-221-5p/IL1R1","BLCA",1
"miR-17-5p/miR-222-3p/SLC40A1","OV",1
"miR-17-5p/miR-22-3p/TRIM14","SARC",1
"miR-103a-2-5p/miR-502-5p/EEF2","ESCA",1
"miR-106a-5p/let-7b-5p/BEND4","UCS",1
"miR-106a-5p/miR-130b-3p/ITGB8","UCS",1
"miR-106a-5p/miR-142-3p/PLOD1","UVM",1
"miR-17-5p/miR-301b-3p/CD2AP","UCS",1
"miR-17-5p/miR-301b-3p/IRF1","UCS",1
"miR-17-5p/miR-340-5p/PRRG4","SKCM",1
"miR-17-5p/miR-526b-5p/PRKAA2","SKCM",1
"miR-362-3p/miR-484/GREB1L","STAD",1
"miR-362-5p/miR-500b-5p/DCDC2","UCS",1
"miR-362-5p/miR-500b-5p/SLC6A6","UCS",1
"miR-363-3p/miR-142-3p/MYH9","SARC",1
"miR-17-5p/miR-93-3p/KIAA1522","SKCM",1
"miR-181a-2-3p/miR-1228-3p/CNKSR3","SKCM",1
"miR-106a-5p/miR-200c-3p/WNK3","LIHC",1
"miR-106a-5p/miR-203a-3p/TCF4","ACC",1
"miR-21-5p/miR-34a-3p/VIM","UVM",1
"miR-218-5p/miR-125b-2-3p/SLC38A1","ESCA",1
"miR-106a-5p/miR-34a-5p/PPP1R12B","KICH",1
"miR-106a-5p/miR-34a-5p/TXNIP","SARC",1
"miR-363-3p/miR-20b-3p/ZBTB8B","THYM",1
"miR-363-3p/miR-222-3p/HOXA13","ACC",1
"miR-181a-2-3p/miR-181d-5p/UBE3C","DLBC",1
"miR-181a-5p/miR-10b-5p/BRCA1","SARC",1
"miR-218-5p/miR-129-5p/ZNFX1","UCS",1
"miR-218-5p/miR-34b-3p/H2AC6","ESCA",1
"miR-219a-1-3p/miR-7-5p/APLP2","SKCM",1
"miR-221-3p/miR-199a-3p/PLOD2","SARC",1
"miR-181a-5p/miR-664a-5p/IL1A","SARC",1
"miR-181b-5p/miR-20a-5p/ADARB1","BLCA",1
"miR-363-3p/miR-501-5p/PTPRJ","KICH",1
"miR-363-3p/miR-7-5p/PDE4DIP","DLBC",1
"miR-106a-5p/miR-363-3p/PALLD","DLBC",1
"miR-106a-5p/miR-378a-5p/TACC1","OV",1
"miR-106a-5p/miR-501-3p/ZNF714","KICH",1
"miR-106a-5p/miR-520c-3p/FAM241A","TGCT",1
"miR-221-3p/miR-21-5p/PRKAA2","UCS",1
"miR-221-3p/miR-22-5p/MKI67","LGG",1
"miR-3660/miR-130b-3p/SUN2","TGCT",1
"miR-367-3p/miR-183-3p/SYDE2","TGCT",1
"miR-221-3p/miR-30a-3p/PRKAB2","UCS",1
"miR-221-5p/miR-1270/ELK4","UVM",1
"miR-221-5p/miR-155-5p/MSI2","CHOL",1
"miR-106a-5p/miR-520d-3p/KCNMB1","TGCT",1
"miR-106a-5p/miR-526b-3p/ABHD15","TGCT",1
"miR-106b-5p/miR-129-5p/DAB2","ESCA",1
"miR-106b-5p/miR-148a-5p/RORA","ESCA",1
"miR-222-5p/miR-362-3p/SEMA4C","KIRC",1
"miR-222-5p/miR-548v/CDK5R1","PCPG",1
"miR-590-3p/miR-218-5p/STARD4","SARC",1
"miR-590-5p/miR-651-5p/CDK6","BLCA",1
"miR-3680-3p/miR-139-3p/MYO10","SKCM",1
"miR-3682-3p/miR-193b-5p/MAML3","PAAD",1
"miR-370-3p/miR-501-5p/RAPH1","LIHC",1
"miR-374b-3p/miR-181b-5p/FIGN","SARC",1
"miR-223-3p/miR-204-5p/CACNG8","ACC",1
"miR-223-3p/miR-335-3p/PAX6","SKCM",1
"miR-376a-3p/miR-143-3p/IGF1R","MESO",1
"miR-376b-3p/miR-376a-3p/ZNF439","UCS",1
"miR-223-5p/miR-130a-3p/KCNQ5","SARC",1
"miR-22-3p/miR-335-5p/NTRK2","SARC",1
"miR-377-5p/miR-127-5p/C3","TGCT",1
"miR-378a-3p/miR-1323/PEG10","TGCT",1
"miR-378a-3p/miR-132-3p/E2F7","SARC",1
"miR-224-3p/miR-548v/CDK6","LIHC",1
"miR-224-5p/miR-377-5p/TRIB1","ACC",1
"miR-2355-3p/miR-155-5p/RNF123","KICH",1
"miR-378a-3p/miR-139-5p/RAPH1","SKCM",1
"miR-378a-3p/miR-149-5p/RNF169","SARC",1
"miR-2355-3p/miR-301b-3p/ZMAT3","ACC",1
"miR-2355-5p/miR-195-5p/RAB11FIP1","THYM",1
"miR-2355-5p/miR-214-5p/SOCS7","SKCM",1
"miR-2355-5p/miR-485-3p/MAT1A","SARC",1
"miR-181c-3p/miR-766-3p/KCNMA1","THYM",1
"miR-181c-5p/miR-548j-5p/DST","THYM",1
"miR-2355-5p/miR-769-3p/TAOK1","ACC",1
"miR-2355-5p/miR-889-3p/AQP3","CESC",1
"miR-181d-5p/miR-155-5p/CPEB4","KIRC",1
"miR-181d-5p/miR-200b-3p/LBR","MESO",1
"miR-107/miR-1298-5p/EN2","LGG",1
"miR-107/miR-376c-3p/KAT6A","ACC",1
"miR-107/miR-493-3p/ZFPM2","ACC",1
"miR-378a-5p/miR-19a-3p/LRP8","LIHC",1
"miR-378c/miR-378a-3p/CELF4","TGCT",1
"miR-379-5p/miR-1-3p/BRI3BP","UCS",1
"miR-380-5p/miR-95-3p/CCND1","ACC",1
"miR-181d-5p/miR-221-5p/ADM","UCEC",1
"miR-181d-5p/miR-34c-5p/UBN2","TGCT",1
"miR-598-3p/miR-143-5p/SESN3","KIRP",1
"miR-605-5p/miR-221-5p/CACNA1A","OV",1
"miR-181d-5p/miR-9-5p/IGF2BP3","DLBC",1
"miR-182-5p/miR-128-3p/PEG10","THYM",1
"miR-182-5p/miR-15b-3p/CCDC117","LIHC",1
"miR-182-5p/miR-30a-5p/SGK3","LIHC",1
"miR-2355-5p/miR-940/BTG2","ESCA",1
"miR-23b-3p/miR-148b-5p/ZNFX1","SARC",1
"miR-23b-5p/miR-142-3p/KCTD12","STAD",1
"miR-182-5p/miR-335-5p/DCP2","SKCM",1
"miR-182-5p/miR-450b-5p/BTBD3","UCS",1
"miR-615-3p/miR-7-5p/TFRC","TGCT",1
"miR-616-5p/miR-135b-3p/PARP15","STAD",1
"miR-616-5p/miR-29b-3p/FBN1","CESC",1
"miR-616-5p/miR-30c-2-3p/SLC7A2","LIHC",1
"miR-183-5p/miR-182-5p/NLGN1","UCEC",1
"miR-185-5p/miR-155-5p/HHIP","SARC",1
"miR-381-3p/miR-411-3p/FYTTD1","TGCT",1
"miR-382-5p/miR-542-3p/CD55","MESO",1
"miR-185-5p/miR-200b-3p/SERPINI1","OV",1
"miR-188-3p/miR-192-3p/UBL3","MESO",1
"miR-18a-3p/miR-185-3p/FLNB","SKCM",1
"miR-18a-3p/miR-19b-1-5p/IRF4","STAD",1
"miR-3913-5p/miR-296-3p/DSEL","SKCM",1
"miR-3928-3p/miR-651-5p/GPX8","ESCA",1
"miR-409-3p/miR-196a-5p/PDE12","MESO",1
"miR-411-3p/miR-424-5p/GSK3B","PCPG",1
"miR-25-5p/miR-15b-5p/CD180","THYM",1
"miR-26b-5p/miR-125b-5p/VPS13A","STAD",1
"miR-26b-5p/miR-484/GREB1L","STAD",1
"miR-27a-5p/miR-20a-5p/CLU","HNSC",1
"miR-411-3p/miR-491-3p/HOXA10","LGG",1
"miR-421/miR-424-5p/SOD2","SARC",1
"miR-424-3p/miR-19a-3p/SLC38A1","STAD",1
"miR-18a-3p/miR-505-5p/HOMER2","STAD",1
"miR-18a-3p/miR-7-5p/ZBTB4","ACC",1
"miR-18a-5p/miR-106b-5p/ATP2A2","SARC",1
"miR-424-5p/miR-106a-5p/GPR176","UVM",1
"miR-424-5p/miR-140-5p/ENPP4","UVM",1
"miR-27b-3p/miR-125b-2-3p/NOTCH2","SARC",1
"miR-27b-5p/miR-182-5p/PSD3","CESC",1
"miR-18a-5p/miR-193b-3p/CELSR2","LIHC",1
"miR-18a-5p/miR-296-3p/PHC3","DLBC",1
"miR-27b-5p/miR-190a-5p/IL6ST","SARC",1
"miR-296-5p/miR-107/RAP2C","ACC",1
"miR-296-5p/miR-138-5p/TNC","HNSC",1
"miR-18a-5p/miR-29a-3p/CA12","BLCA",1
"miR-18a-5p/miR-455-5p/ZNF100","KICH",1
"miR-424-5p/miR-15a-5p/MEIS1","UVM",1
