Target,count_hgnc_symbol_target,BLCATargetCount,BRCATargetCount,CESCTargetCount,COADTargetCount,ESCATargetCount,HNSCTargetCount,ACCTargetCount,KIRCTargetCount,KIRPTargetCount,LGGTargetCount,LIHCTargetCount,LUADTargetCount,LUSCTargetCount,PAADTargetCount,PCPGTargetCount,PRADTargetCount,SARCTargetCount,STADTargetCount,TGCTTargetCount,THCATargetCount,THYMTargetCount,UCECTargetCount,DLBCTargetCount,OVTargetCount,SKCMTargetCount,UVMTargetCount
CCNB2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
PRKCB,3,,,,,,1,,,,,,,,,,,1,,1,,,,,,,
CASP4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
CCNE1,4,1,,,,,,,,,,,,,,,,1,,2,,,,,,,
TNPO1,37,3,2,,,,,,,,27,,,,,,,2,2,,1,,,,,,
NUMB,10,7,1,,,,2,,,,,,,,,,,,,,,,,,,,
CREM,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
JAZF1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
CCNA2,19,,,,,,,,,,14,,,,,,,,,1,,4,,,,,
CENPF,2,,,,,,,,,,2,,,,,,,,,,,,,,,,
RRM1,3,,,,,,,,,,3,,,,,,,,,,,,,,,,
TNRC6B,40,,,,,,,,,,1,,,,,,,27,7,,,4,,,,,1
NABP1,8,,,,,,,,,,3,,1,,,,,1,,3,,,,,,,
E2F7,10,,,,,,,,,,8,,,,,,,,,,,2,,,,,
HK1,2,,,,,,,,,,,,1,,,,,,,1,,,,,,,
TTC39C,1,,,,,,,,,,,,,,,,,,1,,,,,,,,
CD82,1,,,,,,,,,,,,,,,,,,,1,,,,,,,
ABCA1,9,1,6,,,,1,,,,,,,,,,,,,,,1,,,,,
GRPR,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
ARHGAP24,2,1,,,,,,,,,,,1,,,,,,,,,,,,,,
CEMIP2,3,,2,,,,,,,,,,,,,,,,1,,,,,,,,
WNT5B,2,,1,,,,,,,,,,,,,,,,1,,,,,,,,
TFAM,1,,,,,,,,,,,,,,,,,,,1,,,,,,,
BTN3A1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
BAZ2A,22,3,5,,,,,,,1,1,,,,,3,,6,,,,3,,,,,
WEE1,10,,2,,,,,,,,3,,,,,,,5,,,,,,,,,
CEP112,4,,1,,,,1,,,,,,,,,,,2,,,,,,,,,
MAPK1,5,,,,,,,,,,,,,,,,,5,,,,,,,,,
HINT1,2,1,,,,,,,,,,,,,,,,,1,,,,,,,,
ARHGEF12,19,4,,,,,,,,,1,,,,,,,4,10,,,,,,,,
PTPA,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
PCSK6,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
AQR,13,,,,,,,,,,13,,,,,,,,,,,,,,,,
DPYD,1,,,,,,,,,,,,,,1,,,,,,,,,,,,
OPTN,3,,,,,,,,,,,,,,,,,3,,,,,,,,,
STAR,3,,,,,,,,,,,,,,,,,,2,,1,,,,,,
MXI1,2,,,,,,,,,,,,,,,,,,,2,,,,,,,
CREBBP,14,1,1,,,,,,,,4,,1,,,,,3,1,3,,,,,,,
MET,11,1,1,,1,,,,,4,,,1,,,,,1,1,,,,1,,,,
CCNG2,19,,3,,,,,,,,5,,,,,,,6,3,2,,,,,,,
HNRNPA1,8,,1,,,,,,,,,1,,,,,,,,,,6,,,,,
OXR1,9,,1,,,,1,,,,2,2,1,,,,,1,,,,1,,,,,
NAV1,7,,2,,,,,,,,3,,,1,,,,,,1,,,,,,,
CPS1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
ARL10,2,,,,,,,,,,2,,,,,,,,,,,,,,,,
ADGRV1,3,,,,,,,,,,,1,,,,,,,2,,,,,,,,
HOXA10,2,,,,,,,,,,,,,,,,,1,,1,,,,,,,
GFOD1,6,,,,,,,,,,,,,,,,,6,,,,,,,,,
RCOR3,2,,,,,,,,,,,,,,,,,,1,,,1,,,,,
KLHL21,9,4,,,,,,,,,,,,,,,,5,,,,,,,,,
PPP1R15A,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
THRA,8,,2,,,,,,,1,,,,,1,,,2,2,,,,,,,,
APBB2,7,,,,,,,,,,5,,,,,,,1,1,,,,,,,,
HDAC2,13,,,,,,,,,,1,,,,,,,2,,10,,,,,,,
TGFBI,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
CACUL1,2,,,,,,,,,,1,,,,,,,,1,,,,,,,,
FCHSD2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
USP3,5,2,3,,,,,,,,,,,,,,,,,,,,,,,,
CAB39,33,2,,,,,1,,,,,,,,,,1,16,12,,,1,,,,,
FAT1,27,,3,,,,,,,,16,,,,,,,2,1,4,,,1,,,,
NIBAN1,4,,1,,,,,,,,,,,,,,,,,,,3,,,,,
PPFIA1,8,,,,,,,,,,8,,,,,,,,,,,,,,,,
E2F8,6,,,,,,,,,,4,,1,,,,,1,,,,,,,,,
RPS6,3,,,,,,,,,,,,,,,,,3,,,,,,,,,
NOX5,1,,,,,,,,,,,,,,,,,,1,,,,,,,,
KDM4C,1,,,,,,,,,,,,,,,,,,,1,,,,,,,
ZBTB7B,1,,,,,,,,,,,,,,,,,,,1,,,,,,,
PNKD,1,,,,,,,,,,,,,,,,,,,,,1,,,,,
IRF1,12,2,,,,,,,,,4,,,,,,,3,,1,,,2,,,,
NARS1,5,2,,,,,,,,,2,,,,1,,,,,,,,,,,,
TOP2A,17,1,,,,,,,,,15,,,,,,,,,,,1,,,,,
KRT8,2,,1,,,,,,,,,,,,,,,1,,,,,,,,,
F2R,3,,,,,,,,,,3,,,,,,,,,,,,,,,,
MFAP1,5,,,,,,,,,,5,,,,,,,,,,,,,,,,
NDC80,3,,,,,,,,,,2,,,,,,,,,,,1,,,,,
TNF,8,,,,,,,,,,,,1,,,,,2,5,,,,,,,,
STC2,3,,,,,,,,,,,,,,,,,3,,,,,,,,,
MCM3,3,,,,,,,,,,,,,,,,,,,3,,,,,,,
HERC5,1,,,,,,,,,,,,,,,,,,,,1,,,,,,
ALOX5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
PDE11A,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
AZIN1,4,1,,,,,,,,,3,,,,,,,,,,,,,,,,
FNDC3B,51,9,,,,1,,,,1,7,,,5,1,,1,9,12,5,,,,,,,
MKRN1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
LARP4B,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
YOD1,7,,,,,,,,,,7,,,,,,,,,,,,,,,,
TGFA,2,,,,,,,,,,,,2,,,,,,,,,,,,,,
ZNF407,3,,,,,,,,,,,,,,,,,,3,,,,,,,,
ZFAND3,1,,,,,,,,,,,,,,,,,,1,,,,,,,,
SOD2,20,5,,,,,,,,,,,,,,,,10,4,,,,1,,,,
TCF7,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
BCL2L11,11,,6,,,,,,,,2,,,,,,,1,1,,1,,,,,,
RAB3GAP1,4,,1,,,,,,,,,,,,,,,3,,,,,,,,,
HNRNPF,12,,,,,,,,,,10,,,,,,,1,,,,1,,,,,
HSPD1,6,,,,,,,,,,4,,,,,,,1,,,1,,,,,,
FBXL18,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
TPCN1,2,,,,,,,,,,,,,,,,,,,2,,,,,,,
WRNIP1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,
PDE4A,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
TIMP2,14,,7,,,,,,,1,5,,,,,,,,,,1,,,,,,
TRPS1,27,,1,,,,2,,,,20,1,,,,,,,,2,,1,,,,,
MYB,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
KCNIP2,1,,,,,,,,,,,,,,,,,,1,,,,,,,,
SRC,3,1,,,,,,,,,1,,,,,,,1,,,,,,,,,
CDCA7,3,,,,,,1,,,,,,,,,,,,,,,2,,,,,
UVRAG,7,,,,,,,,,,,,,,,,,4,3,,,,,,,,
BAZ2B,2,,,,,,,,,,,,,,,,,1,1,,,,,,,,
TLE5,1,,,,,,,,,,,,,,,,,,1,,,,,,,,
TF,2,,,,,,,,,,,,,,,,,,,,,2,,,,,
IFNAR1,16,,1,,,,,,,,7,,,,,,2,,3,3,,,,,,,
ZZZ3,7,,2,,,,,,,,,,,,,,,,5,,,,,,,,
CXCL12,2,,,,,1,,,,,,,,,,,,,,,1,,,,,,
DVL1,2,,,,,,,,,,2,,,,,,,,,,,,,,,,
TLR2,6,,,,,,,,,,6,,,,,,,,,,,,,,,,
ARHGAP42,7,,,,,,,,,,4,,,,,,,3,,,,,,,,,
TBC1D30,1,,,,,,,,,,,,,,,,1,,,,,,,,,,
AR,15,2,,,,,,,,,5,,,,,,,1,1,5,,1,,,,,
GOLIM4,11,,6,,,,,,,,1,1,,,,,,2,,,1,,,,,,
ATP13A1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
HAT1,3,,,,,,1,,,,,,,,,,,2,,,,,,,,,
MTHFD1,7,,,,,,,,,,5,,,,,,,,,2,,,,,,,
MYCBP2,3,,,,,,,,,,,,,,,,,2,,,,,1,,,,
ASF1B,2,,,,,,,,,,,,,,,,,2,,,,,,,,,
EIF4E,1,,,,,,,,,,,,,,,,,,,1,,,,,,,
AXIN1,2,,,,,,,,,,,,,,,,,,,,,2,,,,,
BANF1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,
SEMA3A,2,,,,,,,,,,,,,,,,,,,,,2,,,,,
PICALM,15,2,,,,,,,,,1,,,,,,,1,10,1,,,,,,,
RABGAP1L,8,1,,,,,,,,,,,,,,,,3,,2,,2,,,,,
PRDM2,14,,6,,1,,,,,,,,,,,,,,7,,,,,,,,
ATN1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
RBL2,7,,,,,,,,,,1,,,,,,,,2,,,4,,,,,
FAM222B,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
DBF4,1,,,,,,,,,,,,1,,,,,,,,,,,,,,
WNK1,4,,,,,,,,,,,,1,,,,,1,2,,,,,,,,
TSPAN12,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
NR1D1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,
IL10,7,2,,,,,,,,,2,,,,,,,,1,,,2,,,,,
JUP,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
ZHX2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
SF1,3,,1,,,,,,,,,,,,,,,,,,,2,,,,,
MGA,3,,,,,,,,,,3,,,,,,,,,,,,,,,,
RAD18,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
NR4A2,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
BCAS3,2,,,,,,,,,,,,,,,,,,2,,,,,,,,
OAS3,2,,,,,,,,,,,,,,,,,,,2,,,,,,,
LYPLA1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,
RUNX1,17,1,1,,4,,2,,,,4,,,,2,,,,2,1,,,,,,,
RTN4,41,1,1,,1,,,,,,,1,,,,,,26,8,1,,2,,,,,
ACBD3,17,2,,,,,,,,,3,,,,,,,,,12,,,,,,,
ACTG1,3,,1,,,,,,,,1,,1,,,,,,,,,,,,,,
RHOA,5,,,,,,,,,,1,,,,,,,,3,1,,,,,,,
PURB,14,,,,,,,,,,14,,,,,,,,,,,,,,,,
FMN2,1,,,,,,,,,,,,,,,,,,,1,,,,,,,
WWTR1,29,6,,,,,,,,,5,,,,,,,18,,,,,,,,,
ZEB2,11,,2,,,,,,,,,,,,,,,9,,,,,,,,,
PNRC2,3,,2,,,,1,,,,,,,,,,,,,,,,,,,,
ZFHX4,12,,3,,,,,,,,9,,,,,,,,,,,,,,,,
RPRD1B,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
S100Z,2,,,,,,,,,,2,,,,,,,,,,,,,,,,
HERPUD1,5,,,,,,,,,,,,,,,,,,,5,,,,,,,
LPCAT1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,
EGR2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
SGK1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
STK10,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
MCM4,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
PPARD,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
CYBB,1,,,,,,,,,,,,,,,,,,,1,,,,,,,
RARB,2,,,,,,,,,,,,,,,,,,,1,,1,,,,,
SUZ12,5,,,,,,,,,,,,,,,,,,,,,5,,,,,
CSNK2A1,11,4,,,,,,,,,5,,,,,,,,,,,2,,,,,
ATXN2,3,1,,,,,,,,,,,,,,,,1,1,,,,,,,,
SPRY1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,
RPTOR,7,1,,,,,,,,,3,,,,,,,,3,,,,,,,,
GPCPD1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,
DHFR,9,,,,,,,,,,9,,,,,,,,,,,,,,,,
ZFP30,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
NIPBL,5,,,,,,,,,,2,,,,,,,,2,,1,,,,,,
PARP14,5,,,,,,,,,,,,,,,,,4,,,,1,,,,,
FLI1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,
SLC11A1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
NEK6,6,2,,,,,,,,,1,,,,,,,,3,,,,,,,,
DYNC2H1,2,1,,,,,,,,,,,,,,,,,,,1,,,,,,
CMIP,8,3,1,,,,1,,,,,,1,,,,,,,2,,,,,,,
ERBB3,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
PALLD,10,,3,,,,3,,,,2,,,,,,,2,,,,,,,,,
SASH1,9,,4,,,,,,,,2,,1,,,,,1,1,,,,,,,,
RUBCN,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
SEC23B,2,,,,,,,,,,,,,,,,,,,,,2,,,,,
LIMS1,14,2,,,,,,,,,,,,,,,,1,9,2,,,,,,,
PDE4D,10,1,1,,,,,,,,1,,,1,,,,,,6,,,,,,,
PTMA,11,1,2,,,,,,,,,,,,,,,1,,5,,2,,,,,
MAT2B,11,7,2,,,,,,,,,,,,,,,1,,,,,1,,,,
ETV3,2,,,,,,,,,,2,,,,,,,,,,,,,,,,
SMAD2,6,,,,,,,,,,,,,,,,,1,3,2,,,,,,,
CACHD1,4,,,,,,,,,,,,,,,,,3,1,,,,,,,,
TP53BP2,3,,,,,,,,,,,,,,,,,,3,,,,,,,,
MAPK8,2,,,,,,,,,,,,,,,,,,,,,2,,,,,
ZNF155,1,,,,,,,,,,,,,,,,,,,,,1,,,,,
EIF3I,1,,,,,,,,,,,,,,,,,,,,,1,,,,,
GPR108,1,,,,,,,,,,,,,,,,,,,,,1,,,,,
HNRNPUL1,13,1,,,,,1,,,1,3,,4,,,,,,,,,3,,,,,
DICER1,44,2,,,,,,,1,1,7,,,,,,,3,28,2,,,,,,,
JARID2,24,,2,,,,2,,,,2,,,,,,,1,2,,,14,,,1,,
PIK3C2B,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
RAB27A,2,,1,,,,,,,,1,,,,,,,,,,,,,,,,
CDH11,2,,,,,,,,,,2,,,,,,,,,,,,,,,,
GYS1,7,,,,,,,,,,7,,,,,,,,,,,,,,,,
MAFG,15,,,,,,,,,,1,,,,,,,10,2,1,1,,,,,,
ZNF398,4,,,,,,,,,,4,,,,,,,,,,,,,,,,
LUC7L2,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
KLF2,2,,,,,,,,,,,,,,,,,,,2,,,,,,,
MYLK,4,,1,,,1,1,,,,,1,,,,,,,,,,,,,,,
PPAT,4,,,1,,,,,,,3,,,,,,,,,,,,,,,,
TGFBR2,37,,,,1,,,,,,35,,,,,,,,,,1,,,,,,
CCND1,231,2,23,,,1,,,,1,182,1,,,,,,,9,4,,7,,,1,,
DLC1,10,7,1,,,,,,,,,,,,,,,,,2,,,,,,,
ARFGEF2,34,,9,,,1,,,,,,,1,,,,,21,,2,,,,,,,
SUSD1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
IGFBP4,2,,,,1,,,,,,,,,,,,,,,,,1,,,,,
WDFY3,3,,,,1,,,,,,,,,,1,,,,1,,,,,,,,
TNFRSF1A,2,,,,,,,,,,,2,,,,,,,,,,,,,,,
SOX6,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
USPL1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,
COX15,1,,,,,,,,,,,,,,,,,,,,,1,,,,,
ESR1,75,2,1,,,,,,,,44,,,,,,,20,1,7,,,,,,,
SGMS1,5,1,2,,,,,,,,1,,,,,,,1,,,,,,,,,
NR3C1,156,,18,,,,,,,,99,,,3,,,,23,2,7,1,3,,,,,
NCOA1,9,,5,,,,,,,,,1,,,,,,2,,,,1,,,,,
FADS1,2,,,,,,,,,,2,,,,,,,,,,,,,,,,
POMT2,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
NFXL1,2,,,,,,,,,,,,,,,,,2,,,,,,,,,
PIK3AP1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,
PURA,24,5,7,,,,,,,,5,,,,,,,6,,,1,,,,,,
ERN1,8,,1,,,,,,,,6,,1,,,,,,,,,,,,,,
MFSD12,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
PSD3,7,,,,1,,,,,,,,,,,,,,6,,,,,,,,
CALM1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
RBL1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
NR1D2,8,,,,,,,,,,,,,,,,,2,6,,,,,,,,
SRRM1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,
SKP1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,
RGS2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
GSE1,11,5,,,,,,,,,3,,,,,,,,3,,,,,,,,
TANC1,11,2,5,,1,,,,,,3,,,,,,,,,,,,,,,,
ABCG2,2,,,,,,1,,,,1,,,,,,,,,,,,,,,,
SIN3A,7,,,,,,,,,,3,,,,,,1,1,1,,1,,,,,,
AMOTL1,4,,,,,,,,,,4,,,,,,,,,,,,,,,,
ABCC1,7,,,,,,,,,,,,,,,,,,5,,1,1,,,,,
BNC2,1,,,,,,,,,,,,,,,,,,,1,,,,,,,
DNMT1,6,1,,,1,,,,,,,,,,,,,4,,,,,,,,,
RPL13,2,,,,,,2,,,,,,,,,,,,,,,,,,,,
VCAM1,5,,,,,,,,,,2,,1,,,,,2,,,,,,,,,
EIF1,4,,,,,,,,,,4,,,,,,,,,,,,,,,,
EMSY,11,,,,,,,,,,1,,,,,,,,10,,,,,,,,
ABCA2,1,,,,,,,,,,,,,,,,,,,,,,,,1,,
BCL3,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
POU2AF1,3,,,,,,,,,,,,,,,,,1,2,,,,,,,,
RIPOR2,11,,,,,,,,,,,,,,,,,5,6,,,,,,,,
CIITA,1,,,,,,,,,,,,,,,,,,,,,1,,,,,
ANLN,1,,,,,,,,,,,,,,,,,,,,,1,,,,,
ZBTB20,40,1,,,1,,,,,,32,4,,,,,,,,1,,1,,,,,
TCEAL1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
PAPPA,1,,,,,,,,,,,,,,,,,,1,,,,,,,,
TANK,1,,,,,,,,,,,,,,,,,,1,,,,,,,,
